==============================================================================
==============================================================================
Thu. Oct. 20 2016                  LANDSAT 5                       Time: 21:21
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501610196671_01358                          Path / Row - 231 / 62
Reference Image: L51CUB1009253130101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2310622792   -2.91217    -61.16997     0.01     -0.06     0.06     1 
2310622793   -2.91212    -61.14191    -0.06     -0.03     0.06     1 
2310622794   -2.91208    -61.11385     0.07      0.03     0.08     1 
2310622795   -2.91203    -61.08579    -0.04     -0.00     0.04     1 
2310622796   -2.91198    -61.05773     0.01     -0.13     0.13     1 
2310622797   -2.91193    -61.02967     0.00     -0.05     0.05     1 
2310622798   -2.91188    -61.00162     0.03     -0.02     0.04     1 
2310622800   -2.91178    -60.94550     0.08      0.00     0.08     1 
2310622802   -2.91168    -60.88939     0.02      0.09     0.09     1 
2310622803   -2.91162    -60.86133    -0.05      0.06     0.08     1 
2310622804   -2.91157    -60.83328    -0.01      0.16     0.16     1 
2310622805   -2.91151    -60.80523    -0.04      0.15     0.16     1 
2310622806   -2.91146    -60.77717    -0.02      0.10     0.10     1 
2310622807   -2.91140    -60.74912    -0.26      0.12     0.29     1 
2310622808   -2.91135    -60.72107    -0.02     -0.13     0.13     1 
2310622809   -2.91129    -60.69302     0.11      0.05     0.12     1 
2310622810   -2.91123    -60.66496    -0.22      0.06     0.23     1 
2310622817   -2.91080    -60.46862     0.03     -0.09     0.09     1 
2310622818   -2.91074    -60.44057    -0.08      0.01     0.08     1 
2310622819   -2.91068    -60.41253    -0.16      0.05     0.16     1 
2310622821   -2.91055    -60.35644     0.05     -0.06     0.07     1 
2310622822   -2.91048    -60.32839    -0.01     -0.00     0.01     1 
2310622823   -2.91041    -60.30035     0.20      0.11     0.23     1 
2310622824   -2.91034    -60.27231     0.25     -0.14     0.28     1 
2310622826   -2.91021    -60.21622    -0.01     -0.21     0.21     1 
2310622828   -2.91007    -60.16014    -0.01     -0.00     0.01     1 
2310622829   -2.90999    -60.13210     0.11      0.34     0.36     1 
2310622830   -2.90992    -60.10406    -0.11     -0.03     0.11     1 
2310622831   -2.90985    -60.07602    -0.00     -0.03     0.03     1 
2310622832   -2.90978    -60.04799     0.04     -0.09     0.10     1 
2310622833   -2.90970    -60.01995     0.15      0.12     0.19     1 
2310622834   -2.90963    -59.99191    -0.20     -0.02     0.20     1 
2310622835   -2.90955    -59.96388     0.01     -0.01     0.02     1 
2310622836   -2.90948    -59.93584    -0.09      0.07     0.11     1 
2310622837   -2.90940    -59.90781    -0.07     -0.05     0.09     1 
2310622838   -2.90932    -59.87978     0.08     -0.00     0.08     1 
2310622839   -2.90924    -59.85174    -0.11      0.04     0.11     1 
2310622840   -2.90916    -59.82371    -0.01      0.21     0.21     1 
2310622841   -2.90908    -59.79568    -0.09      0.06     0.10     1 
2310622842   -2.90900    -59.76765     0.01      0.07     0.07     1 
2310622859   -2.93747    -61.39443     0.06     -0.32     0.33     1 
2310622860   -2.93743    -61.36637    -0.03     -0.06     0.07     1 
2310622861   -2.93739    -61.33830    -0.08      0.03     0.09     1 
2310622862   -2.93735    -61.31024    -0.10     -0.00     0.10     1 
2310622863   -2.93731    -61.28218    -0.00     -0.09     0.09     1 
2310622866   -2.93717    -61.19799    -0.10     -0.02     0.11     1 
2310622867   -2.93713    -61.16993    -0.02      0.01     0.03     1 
2310622869   -2.93703    -61.11381     0.01     -0.04     0.04     1 
2310622870   -2.93698    -61.08575     0.02     -0.10     0.10     1 
2310622871   -2.93694    -61.05769     0.01     -0.02     0.02     1 
2310622872   -2.93689    -61.02963     0.01     -0.07     0.07     1 
2310622873   -2.93684    -61.00157     0.05     -0.12     0.13     1 
2310622877   -2.93663    -60.88934    -0.20     -0.05     0.20     1 
2310622878   -2.93657    -60.86129    -0.03      0.05     0.06     1 
2310622879   -2.93652    -60.83323     0.05     -0.06     0.08     1 
2310622880   -2.93647    -60.80518    -0.12      0.09     0.14     1 
2310622881   -2.93641    -60.77712    -0.08      0.15     0.17     1 
2310622882   -2.93635    -60.74907    -0.04      0.16     0.16     1 
2310622883   -2.93630    -60.72102    -0.09      0.05     0.11     1 
2310622884   -2.93624    -60.69296     0.04      0.01     0.04     1 
2310622885   -2.93618    -60.66491     0.11      0.12     0.16     1 
2310622886   -2.93612    -60.63686    -0.11      0.00     0.11     1 
2310622893   -2.93569    -60.44052     0.15     -0.03     0.16     1 
2310622894   -2.93562    -60.41247     0.01      0.01     0.02     1 
2310622895   -2.93555    -60.38442    -0.09      0.01     0.09     1 
2310622896   -2.93549    -60.35638    -0.03      0.04     0.05     1 
2310622897   -2.93542    -60.32833    -0.04      0.00     0.04     1 
2310622898   -2.93535    -60.30029    -0.05      0.01     0.05     1 
2310622899   -2.93529    -60.27224    -0.05      0.01     0.05     1 
2310622900   -2.93522    -60.24420     0.04      0.04     0.05     1 
2310622901   -2.93515    -60.21616     0.11     -0.10     0.15     1 
2310622902   -2.93508    -60.18812    -0.13     -0.04     0.13     1 
2310622904   -2.93493    -60.13204    -0.06     -0.06     0.09     1 
2310622905   -2.93486    -60.10400    -0.09     -0.06     0.11     1 
2310622906   -2.93479    -60.07596     0.01     -0.20     0.20     1 
2310622907   -2.93471    -60.04792     0.04     -0.01     0.04     1 
2310622908   -2.93464    -60.01988     0.06      0.02     0.06     1 
2310622909   -2.93456    -59.99185    -0.10      0.02     0.10     1 
2310622910   -2.93449    -59.96381     0.03      0.02     0.04     1 
2310622911   -2.93441    -59.93578     0.04     -0.00     0.04     1 
2310622912   -2.93433    -59.90774    -0.02     -0.01     0.02     1 
2310622913   -2.93425    -59.87971    -0.17     -0.02     0.17     1 
2310622914   -2.93417    -59.85168     0.06      0.08     0.10     1 
2310622915   -2.93410    -59.82364    -0.09      0.08     0.12     1 
2310622916   -2.93402    -59.79561    -0.04     -0.01     0.05     1 
2310622917   -2.93393    -59.76758    -0.10      0.06     0.12     1 
2310622933   -2.96247    -61.42246    -0.02     -0.06     0.06     1 
2310622935   -2.96239    -61.36633     0.03     -0.03     0.04     1 
2310622936   -2.96235    -61.33826     0.17      0.10     0.20     1 
2310622937   -2.96231    -61.31020    -0.11     -0.12     0.16     1 
2310622939   -2.96222    -61.25408    -0.12     -0.03     0.13     1 
2310622940   -2.96218    -61.22601    -0.09      0.00     0.09     1 
2310622941   -2.96213    -61.19795    -0.18     -0.04     0.19     1 
2310622942   -2.96208    -61.16989    -0.10     -0.26     0.28     1 
2310622943   -2.96204    -61.14183    -0.06      0.01     0.06     1 
2310622944   -2.96199    -61.11377    -0.05     -0.03     0.05     1 
2310622945   -2.96194    -61.08571     0.06      0.04     0.07     1 
2310622946   -2.96189    -61.05765     0.03     -0.01     0.03     1 
2310622947   -2.96184    -61.02959    -0.09      0.01     0.09     1 
2310622948   -2.96179    -61.00153    -0.06     -0.02     0.06     1 
2310622949   -2.96174    -60.97347    -0.34     -0.16     0.38     1 
2310622953   -2.96153    -60.86124    -0.03      0.02     0.04     1 
2310622954   -2.96147    -60.83318     0.04      0.03     0.05     1 
2310622955   -2.96142    -60.80513    -0.00      0.04     0.04     1 
2310622956   -2.96136    -60.77707     0.19      0.16     0.25     1 
2310622957   -2.96130    -60.74902    -0.25     -0.04     0.26     1 
2310622959   -2.96119    -60.69291    -0.01     -0.04     0.04     1 
2310622960   -2.96113    -60.66486     0.25      0.01     0.25     1 
2310622967   -2.96070    -60.46851     0.00     -0.00     0.00     1 
2310622968   -2.96063    -60.44046     0.14     -0.03     0.14     1 
2310622969   -2.96056    -60.41241     0.14     -0.00     0.14     1 
2310622970   -2.96050    -60.38437    -0.01      0.13     0.13     1 
2310622971   -2.96043    -60.35632    -0.03      0.09     0.09     1 
2310622972   -2.96036    -60.32827     0.03      0.06     0.07     1 
2310622973   -2.96030    -60.30023    -0.07      0.06     0.09     1 
2310622974   -2.96023    -60.27218    -0.04      0.04     0.06     1 
2310622975   -2.96016    -60.24414     0.04     -0.07     0.08     1 
2310622976   -2.96009    -60.21610    -0.18     -0.05     0.19     1 
2310622977   -2.96002    -60.18806    -0.16      0.07     0.17     1 
2310622978   -2.95994    -60.16001     0.16      0.05     0.17     1 
2310622979   -2.95987    -60.13197     0.01      0.02     0.02     1 
2310622980   -2.95980    -60.10393    -0.04      0.02     0.04     1 
2310622981   -2.95972    -60.07589    -0.05     -0.03     0.06     1 
2310622982   -2.95965    -60.04785    -0.01      0.09     0.09     1 
2310622983   -2.95957    -60.01982    -0.22     -0.05     0.22     1 
2310622984   -2.95950    -59.99178     0.01      0.01     0.01     1 
2310622985   -2.95942    -59.96374     0.01      0.09     0.09     1 
2310622986   -2.95934    -59.93571     0.04      0.08     0.09     1 
2310622987   -2.95927    -59.90767    -0.02      0.09     0.10     1 
2310622988   -2.95919    -59.87964    -0.07      0.08     0.11     1 
2310622989   -2.95911    -59.85160    -0.01      0.10     0.10     1 
2310622990   -2.95903    -59.82357     0.09     -0.07     0.12     1 
2310622991   -2.95894    -59.79554    -0.02      0.03     0.04     1 
2310622992   -2.95886    -59.76751    -0.13     -0.02     0.14     1 
2310623008   -2.98743    -61.42242     0.10     -0.16     0.19     1 
2310623009   -2.98739    -61.39436    -0.06     -0.20     0.21     1 
2310623010   -2.98735    -61.36629     0.17     -0.09     0.19     1 
2310623011   -2.98731    -61.33823     0.01     -0.12     0.12     1 
2310623012   -2.98727    -61.31016     0.19     -0.27     0.33     1 
2310623013   -2.98722    -61.28210     0.22     -0.26     0.34     1 
2310623014   -2.98718    -61.25404     0.31     -0.14     0.34     1 
2310623016   -2.98709    -61.19791    -0.09     -0.09     0.13     1 
2310623017   -2.98704    -61.16985     0.11     -0.28     0.30     1 
2310623018   -2.98699    -61.14178    -0.10     -0.01     0.10     1 
2310623019   -2.98694    -61.11372    -0.02     -0.07     0.07     1 
2310623020   -2.98690    -61.08566    -0.09     -0.03     0.10     1 
2310623021   -2.98685    -61.05760    -0.14      0.02     0.14     1 
2310623022   -2.98680    -61.02954    -0.07      0.10     0.12     1 
2310623023   -2.98674    -61.00148    -0.03     -0.00     0.03     1 
2310623025   -2.98664    -60.94537    -0.01      0.04     0.04     1 
2310623027   -2.98653    -60.88925    -0.11      0.15     0.19     1 
2310623028   -2.98648    -60.86119    -0.15      0.21     0.26     1 
2310623030   -2.98637    -60.80508    -0.07      0.06     0.09     1 
2310623031   -2.98631    -60.77702     0.06      0.05     0.08     1 
2310623032   -2.98625    -60.74897     0.03      0.14     0.15     1 
2310623033   -2.98620    -60.72091     0.08      0.06     0.10     1 
2310623035   -2.98608    -60.66481    -0.03      0.07     0.08     1 
2310623036   -2.98602    -60.63675    -0.28      0.02     0.28     1 
2310623037   -2.98596    -60.60870    -0.12      0.09     0.14     1 
2310623044   -2.98551    -60.41235     0.06     -0.04     0.07     1 
2310623045   -2.98544    -60.38431    -0.10      0.01     0.10     1 
2310623046   -2.98537    -60.35626    -0.08      0.12     0.14     1 
2310623047   -2.98531    -60.32821     0.03      0.16     0.16     1 
2310623048   -2.98524    -60.30017     0.02      0.16     0.16     1 
2310623049   -2.98517    -60.27212    -0.04      0.14     0.15     1 
2310623051   -2.98503    -60.21603     0.08      0.14     0.16     1 
2310623052   -2.98496    -60.18799    -0.06      0.14     0.15     1 
2310623053   -2.98488    -60.15995    -0.29     -0.05     0.30     1 
2310623054   -2.98481    -60.13191    -0.02      0.08     0.09     1 
2310623055   -2.98474    -60.10387     0.00     -0.04     0.04     1 
2310623056   -2.98466    -60.07583     0.03      0.08     0.08     1 
2310623057   -2.98459    -60.04779     0.02     -0.08     0.08     1 
2310623058   -2.98451    -60.01975     0.08     -0.06     0.10     1 
2310623059   -2.98443    -59.99171    -0.12     -0.02     0.12     1 
2310623061   -2.98428    -59.93564    -0.00      0.14     0.14     1 
2310623062   -2.98420    -59.90760    -0.05      0.09     0.10     1 
2310623063   -2.98412    -59.87957     0.15     -0.34     0.37     1 
2310623064   -2.98404    -59.85153    -0.09      0.07     0.12     1 
2310623065   -2.98396    -59.82350     0.25     -0.01     0.25     1 
2310623066   -2.98388    -59.79547     0.03      0.03     0.05     1 
2310623083   -3.01239    -61.42239     0.07     -0.06     0.09     1 
2310623084   -3.01235    -61.39432     0.03     -0.06     0.07     1 
2310623087   -3.01222    -61.31012    -0.04     -0.04     0.06     1 
2310623088   -3.01218    -61.28206     0.01     -0.24     0.24     1 
2310623089   -3.01214    -61.25400    -0.06     -0.14     0.15     1 
2310623090   -3.01209    -61.22593     0.11     -0.06     0.12     1 
2310623091   -3.01204    -61.19787     0.01     -0.07     0.07     1 
2310623092   -3.01200    -61.16981    -0.04     -0.01     0.04     1 
2310623093   -3.01195    -61.14174    -0.11      0.02     0.11     1 
2310623095   -3.01185    -61.08562    -0.06      0.02     0.07     1 
2310623096   -3.01180    -61.05756    -0.17     -0.05     0.18     1 
2310623097   -3.01175    -61.02950    -0.11      0.05     0.12     1 
2310623099   -3.01165    -60.97338    -0.29      0.01     0.29     1 
2310623100   -3.01159    -60.94532    -0.03      0.07     0.08     1 
2310623106   -3.01126    -60.77697     0.08      0.06     0.10     1 
2310623108   -3.01115    -60.72086     0.00      0.06     0.06     1 
2310623109   -3.01109    -60.69281    -0.06      0.08     0.10     1 
2310623110   -3.01103    -60.66475     0.01      0.09     0.09     1 
2310623111   -3.01097    -60.63670    -0.02      0.05     0.06     1 
2310623112   -3.01091    -60.60865    -0.07      0.09     0.11     1 
2310623119   -3.01045    -60.41230     0.31     -0.08     0.32     1 
2310623120   -3.01039    -60.38425     0.07     -0.07     0.10     1 
2310623121   -3.01032    -60.35620    -0.01      0.03     0.03     1 
2310623122   -3.01025    -60.32815     0.02      0.08     0.08     1 
2310623123   -3.01018    -60.30011    -0.06      0.02     0.07     1 
2310623124   -3.01011    -60.27206    -0.07      0.05     0.08     1 
2310623126   -3.00997    -60.21597     0.06      0.10     0.12     1 
2310623127   -3.00990    -60.18793    -0.06      0.13     0.14     1 
2310623128   -3.00982    -60.15989    -0.06     -0.03     0.06     1 
2310623129   -3.00975    -60.13184    -0.07      0.09     0.11     1 
2310623130   -3.00967    -60.10380     0.22      0.14     0.26     1 
2310623131   -3.00960    -60.07576    -0.05     -0.09     0.10     1 
2310623134   -3.00937    -59.99164     0.01      0.17     0.17     1 
2310623136   -3.00921    -59.93557    -0.01     -0.09     0.09     1 
2310623137   -3.00913    -59.90753    -0.09     -0.14     0.17     1 
2310623138   -3.00905    -59.87950     0.06     -0.16     0.17     1 
2310623139   -3.00897    -59.85146     0.03      0.16     0.17     1 
2310623140   -3.00889    -59.82343     0.09      0.21     0.23     1 
2310623141   -3.00881    -59.79539     0.06      0.04     0.07     1 
2310623158   -3.03735    -61.42235    -0.05     -0.10     0.11     1 
2310623159   -3.03731    -61.39428     0.02     -0.14     0.15     1 
2310623161   -3.03723    -61.33815     0.09     -0.11     0.14     1 
2310623162   -3.03718    -61.31009    -0.08     -0.26     0.28     1 
2310623163   -3.03714    -61.28202     0.03     -0.21     0.21     1 
2310623164   -3.03709    -61.25396     0.12     -0.16     0.20     1 
2310623166   -3.03700    -61.19783     0.02     -0.09     0.09     1 
2310623167   -3.03695    -61.16976     0.06     -0.13     0.14     1 
2310623168   -3.03691    -61.14170    -0.13     -0.08     0.15     1 
2310623169   -3.03686    -61.11364    -0.07     -0.11     0.13     1 
2310623170   -3.03681    -61.08557    -0.14     -0.08     0.16     1 
2310623171   -3.03676    -61.05751    -0.14     -0.07     0.15     1 
2310623172   -3.03671    -61.02945    -0.08     -0.03     0.09     1 
2310623173   -3.03665    -61.00139    -0.09      0.12     0.15     1 
2310623174   -3.03660    -60.97333    -0.04     -0.02     0.04     1 
2310623175   -3.03655    -60.94527    -0.04      0.04     0.06     1 
2310623176   -3.03649    -60.91721    -0.05      0.09     0.11     1 
2310623177   -3.03644    -60.88915     0.02      0.16     0.16     1 
2310623179   -3.03633    -60.83304    -0.16      0.03     0.17     1 
2310623183   -3.03610    -60.72081     0.02     -0.03     0.03     1 
2310623184   -3.03604    -60.69275     0.03      0.04     0.04     1 
2310623185   -3.03598    -60.66470    -0.05      0.08     0.09     1 
2310623187   -3.03585    -60.60859    -0.20      0.02     0.20     1 
2310623188   -3.03579    -60.58054    -0.29     -0.06     0.30     1 
2310623189   -3.03573    -60.55249    -0.19     -0.13     0.23     1 
2310623190   -3.03566    -60.52444    -0.23     -0.19     0.30     1 
2310623192   -3.03553    -60.46834    -0.13     -0.29     0.32     1 
2310623195   -3.03533    -60.38419     0.06     -0.19     0.20     1 
2310623196   -3.03526    -60.35614     0.20     -0.14     0.25     1 
2310623197   -3.03519    -60.32809     0.18     -0.21     0.27     1 
2310623198   -3.03512    -60.30004    -0.04      0.03     0.04     1 
2310623199   -3.03505    -60.27200     0.10      0.04     0.10     1 
2310623200   -3.03498    -60.24395     0.26     -0.06     0.26     1 
2310623201   -3.03491    -60.21591     0.32      0.03     0.32     1 
2310623202   -3.03484    -60.18787     0.07     -0.00     0.07     1 
2310623203   -3.03476    -60.15982     0.01      0.01     0.01     1 
2310623204   -3.03469    -60.13178     0.14     -0.12     0.19     1 
2310623205   -3.03461    -60.10374     0.25      0.11     0.27     1 
2310623206   -3.03454    -60.07570    -0.02      0.00     0.02     1 
2310623207   -3.03446    -60.04765    -0.03      0.05     0.06     1 
2310623208   -3.03438    -60.01962    -0.26     -0.06     0.26     1 
2310623209   -3.03430    -59.99158    -0.04      0.08     0.09     1 
2310623210   -3.03423    -59.96354     0.01      0.11     0.11     1 
2310623211   -3.03415    -59.93550     0.04      0.07     0.08     1 
2310623212   -3.03407    -59.90746     0.14     -0.04     0.15     1 
2310623213   -3.03398    -59.87943     0.07     -0.12     0.14     1 
2310623214   -3.03390    -59.85139     0.10     -0.10     0.14     1 
2310623215   -3.03382    -59.82336    -0.01      0.13     0.13     1 
2310623216   -3.03374    -59.79532    -0.06     -0.01     0.06     1 
2310623235   -3.06223    -61.36618     0.05      0.01     0.05     1 
2310623236   -3.06219    -61.33811     0.26      0.03     0.26     1 
2310623239   -3.06205    -61.25392    -0.03      0.01     0.03     1 
2310623241   -3.06196    -61.19779     0.10     -0.19     0.22     1 
2310623242   -3.06191    -61.16972    -0.02     -0.10     0.11     1 
2310623243   -3.06186    -61.14166     0.05     -0.21     0.21     1 
2310623245   -3.06176    -61.08553    -0.30     -0.06     0.31     1 
2310623246   -3.06171    -61.05747    -0.14      0.01     0.14     1 
2310623247   -3.06166    -61.02941    -0.06     -0.02     0.07     1 
2310623248   -3.06161    -61.00135    -0.06      0.06     0.08     1 
2310623249   -3.06156    -60.97328    -0.10      0.05     0.11     1 
2310623250   -3.06150    -60.94522    -0.05      0.00     0.05     1 
2310623251   -3.06145    -60.91716    -0.11      0.02     0.11     1 
2310623252   -3.06139    -60.88910    -0.15      0.03     0.15     1 
2310623257   -3.06111    -60.74881     0.07      0.02     0.08     1 
2310623259   -3.06099    -60.69270     0.24      0.08     0.25     1 
2310623260   -3.06093    -60.66465    -0.01      0.08     0.08     1 
2310623262   -3.06080    -60.60854    -0.06      0.05     0.08     1 
2310623263   -3.06074    -60.58049    -0.27      0.08     0.28     1 
2310623264   -3.06067    -60.55243    -0.06     -0.03     0.06     1 
2310623265   -3.06061    -60.52438     0.05      0.05     0.07     1 
2310623273   -3.06006    -60.29998     0.04     -0.10     0.11     1 
2310623274   -3.05999    -60.27194     0.35     -0.09     0.37     1 
2310623280   -3.05955    -60.10367    -0.03     -0.21     0.21     1 
2310623281   -3.05947    -60.07563    -0.12     -0.20     0.24     1 
2310623282   -3.05940    -60.04759    -0.04     -0.08     0.09     1 
2310623283   -3.05932    -60.01955    -0.01     -0.09     0.09     1 
2310623284   -3.05924    -59.99151    -0.17     -0.11     0.20     1 
2310623285   -3.05916    -59.96347    -0.03      0.09     0.10     1 
2310623288   -3.05892    -59.87935     0.26     -0.03     0.26     1 
2310623289   -3.05884    -59.85132     0.08      0.06     0.10     1 
2310623307   -3.08732    -61.45035     0.06     -0.12     0.14     1 
2310623308   -3.08727    -61.42228    -0.05     -0.01     0.05     1 
2310623311   -3.08715    -61.33808    -0.02     -0.04     0.05     1 
2310623313   -3.08706    -61.28194    -0.11      0.06     0.12     1 
2310623317   -3.08687    -61.16968     0.09      0.15     0.18     1 
2310623318   -3.08682    -61.14161     0.06     -0.01     0.06     1 
2310623319   -3.08677    -61.11355     0.03      0.08     0.09     1 
2310623320   -3.08672    -61.08549    -0.07      0.05     0.08     1 
2310623321   -3.08667    -61.05742     0.04     -0.07     0.08     1 
2310623323   -3.08656    -61.00130    -0.11     -0.24     0.26     1 
2310623324   -3.08651    -60.97324     0.08      0.12     0.14     1 
2310623326   -3.08640    -60.91712    -0.14     -0.03     0.15     1 
2310623327   -3.08635    -60.88905    -0.02      0.05     0.05     1 
2310623328   -3.08629    -60.86100     0.33     -0.05     0.33     1 
2310623329   -3.08623    -60.83294    -0.19      0.10     0.21     1 
2310623331   -3.08612    -60.77682    -0.04     -0.26     0.26     1 
2310623336   -3.08581    -60.63654    -0.06      0.16     0.18     1 
2310623337   -3.08575    -60.60848    -0.01      0.07     0.07     1 
2310623338   -3.08568    -60.58043    -0.02     -0.05     0.05     1 
2310623339   -3.08562    -60.55237     0.01      0.10     0.10     1 
2310623340   -3.08555    -60.52432    -0.01      0.10     0.10     1 
2310623341   -3.08549    -60.49627    -0.12      0.12     0.17     1 
2310623342   -3.08542    -60.46822    -0.03     -0.03     0.04     1 
2310623343   -3.08535    -60.44017    -0.05      0.14     0.15     1 
2310623347   -3.08508    -60.32797     0.19      0.10     0.21     1 
2310623348   -3.08501    -60.29992     0.00      0.03     0.03     1 
2310623349   -3.08493    -60.27187    -0.03     -0.05     0.06     1 
2310623350   -3.08486    -60.24383    -0.29      0.02     0.29     1 
2310623351   -3.08479    -60.21578    -0.16      0.17     0.23     1 
2310623356   -3.08441    -60.07556    -0.01     -0.11     0.11     1 
2310623357   -3.08433    -60.04752     0.05     -0.05     0.07     1 
2310623358   -3.08425    -60.01948    -0.04     -0.03     0.05     1 
2310623359   -3.08417    -59.99144     0.04     -0.08     0.09     1 
2310623360   -3.08409    -59.96340     0.12     -0.08     0.15     1 
2310623361   -3.08401    -59.93536    -0.04      0.07     0.08     1 
2310623362   -3.08393    -59.90732     0.13      0.05     0.14     1 
2310623363   -3.08385    -59.87928     0.09      0.15     0.18     1 
2310623382   -3.11228    -61.45031    -0.06     -0.13     0.14     1 
2310623384   -3.11219    -61.39417     0.19      0.02     0.19     1 
2310623385   -3.11215    -61.36610    -0.00      0.01     0.01     1 
2310623386   -3.11211    -61.33804    -0.06     -0.02     0.07     1 
2310623387   -3.11206    -61.30997    -0.03     -0.05     0.06     1 
2310623388   -3.11201    -61.28190    -0.10      0.00     0.10     1 
2310623389   -3.11197    -61.25383    -0.08     -0.06     0.10     1 
2310623391   -3.11187    -61.19770     0.03     -0.10     0.11     1 
2310623392   -3.11183    -61.16964     0.04     -0.15     0.16     1 
2310623393   -3.11178    -61.14157    -0.03     -0.06     0.06     1 
2310623394   -3.11173    -61.11351    -0.14      0.06     0.15     1 
2310623395   -3.11167    -61.08544     0.04     -0.04     0.06     1 
2310623396   -3.11162    -61.05738     0.08      0.04     0.09     1 
2310623397   -3.11157    -61.02931    -0.06     -0.07     0.09     1 
2310623398   -3.11152    -61.00125     0.07     -0.00     0.07     1 
2310623399   -3.11146    -60.97319    -0.00     -0.10     0.10     1 
2310623400   -3.11141    -60.94513    -0.07     -0.05     0.09     1 
2310623401   -3.11135    -60.91707     0.01      0.03     0.03     1 
2310623402   -3.11130    -60.88901    -0.17     -0.00     0.17     1 
2310623404   -3.11118    -60.83289    -0.07      0.09     0.11     1 
2310623405   -3.11113    -60.80483    -0.13     -0.06     0.14     1 
2310623407   -3.11101    -60.74871     0.13     -0.28     0.30     1 
2310623411   -3.11076    -60.63648    -0.03      0.02     0.03     1 
2310623412   -3.11070    -60.60843    -0.07      0.07     0.10     1 
2310623413   -3.11063    -60.58037    -0.04      0.02     0.04     1 
2310623414   -3.11057    -60.55232     0.13     -0.00     0.13     1 
2310623415   -3.11050    -60.52426    -0.04      0.09     0.10     1 
2310623416   -3.11043    -60.49621    -0.04      0.09     0.10     1 
2310623417   -3.11037    -60.46816    -0.05     -0.03     0.06     1 
2310623418   -3.11030    -60.44011     0.02      0.09     0.09     1 
2310623419   -3.11023    -60.41206     0.00     -0.19     0.19     1 
2310623420   -3.11016    -60.38401    -0.02      0.02     0.02     1 
2310623421   -3.11009    -60.35596    -0.05      0.05     0.07     1 
2310623422   -3.11002    -60.32791    -0.17     -0.02     0.17     1 
2310623423   -3.10995    -60.29986    -0.11      0.20     0.23     1 
2310623425   -3.10980    -60.24376    -0.09     -0.31     0.32     1 
2310623426   -3.10973    -60.21572    -0.03      0.08     0.09     1 
2310623427   -3.10965    -60.18767    -0.21      0.08     0.22     1 
2310623432   -3.10927    -60.04745     0.04      0.06     0.07     1 
2310623433   -3.10919    -60.01941    -0.00      0.03     0.03     1 
2310623434   -3.10911    -59.99137    -0.03     -0.03     0.04     1 
2310623435   -3.10903    -59.96333    -0.17     -0.02     0.17     1 
2310623436   -3.10895    -59.93529     0.08     -0.11     0.13     1 
2310623437   -3.10887    -59.90725     0.07      0.00     0.07     1 
2310623440   -3.10861    -59.82314    -0.18      0.01     0.18     1 
2310623457   -3.13724    -61.45027     0.10     -0.03     0.11     1 
2310623458   -3.13720    -61.42220     0.07     -0.07     0.10     1 
2310623459   -3.13715    -61.39413     0.08      0.28     0.29     1 
2310623460   -3.13711    -61.36606    -0.11     -0.07     0.13     1 
2310623461   -3.13706    -61.33800    -0.09     -0.03     0.09     1 
2310623463   -3.13697    -61.28186     0.02      0.02     0.03     1 
2310623464   -3.13693    -61.25379    -0.08      0.00     0.08     1 
2310623465   -3.13688    -61.22573     0.14     -0.08     0.16     1 
2310623467   -3.13678    -61.16959    -0.27     -0.16     0.31     1 
2310623468   -3.13673    -61.14153    -0.02      0.10     0.10     1 
2310623469   -3.13668    -61.11346     0.01     -0.06     0.06     1 
2310623470   -3.13663    -61.08540     0.01     -0.18     0.19     1 
2310623471   -3.13658    -61.05733    -0.04      0.11     0.12     1 
2310623472   -3.13653    -61.02927     0.05     -0.04     0.06     1 
2310623473   -3.13647    -61.00120    -0.04     -0.06     0.07     1 
2310623474   -3.13642    -60.97314    -0.01      0.18     0.18     1 
2310623475   -3.13636    -60.94508    -0.01     -0.02     0.02     1 
2310623476   -3.13631    -60.91702     0.11      0.03     0.11     1 
2310623477   -3.13625    -60.88896     0.02      0.12     0.12     1 
2310623479   -3.13614    -60.83283     0.07      0.08     0.10     1 
2310623480   -3.13608    -60.80477     0.22      0.01     0.22     1 
2310623481   -3.13602    -60.77672    -0.14      0.03     0.14     1 
2310623486   -3.13571    -60.63643    -0.20     -0.04     0.20     1 
2310623488   -3.13558    -60.58031    -0.10      0.01     0.10     1 
2310623489   -3.13551    -60.55226     0.08     -0.00     0.08     1 
2310623490   -3.13545    -60.52421    -0.04      0.01     0.04     1 
2310623491   -3.13538    -60.49615    -0.08     -0.06     0.10     1 
2310623492   -3.13531    -60.46810    -0.04     -0.07     0.08     1 
2310623493   -3.13524    -60.44005    -0.03     -0.05     0.06     1 
