==============================================================================
==============================================================================
Thu. Oct. 20 2016                  LANDSAT 5                       Time: 21:21
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501610196671_01358                          Path / Row - 231 / 62
Reference Image: L51CUB1009253130101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2310621792   -2.55998    -59.76859    -0.30      0.07     0.31     1 
2310621793   -2.55991    -59.74057     0.00      0.02     0.02     1 
2310621794   -2.55984    -59.71255    -0.12      0.04     0.12     1 
2310621795   -2.55977    -59.68453     0.30      0.21     0.37     1 
2310621811   -2.58796    -61.33879    -0.05     -0.14     0.14     1 
2310621812   -2.58792    -61.31073    -0.10     -0.17     0.20     1 
2310621813   -2.58788    -61.28268    -0.06     -0.08     0.10     1 
2310621814   -2.58784    -61.25462    -0.08     -0.12     0.14     1 
2310621815   -2.58780    -61.22657    -0.02     -0.09     0.09     1 
2310621816   -2.58777    -61.19852     0.05     -0.05     0.07     1 
2310621817   -2.58772    -61.17046     0.03      0.00     0.03     1 
2310621818   -2.58768    -61.14241    -0.11     -0.32     0.34     1 
2310621819   -2.58764    -61.11436    -0.09     -0.13     0.16     1 
2310621820   -2.58760    -61.08631    -0.09     -0.12     0.15     1 
2310621821   -2.58756    -61.05826    -0.09     -0.12     0.15     1 
2310621822   -2.58751    -61.03021    -0.05     -0.20     0.21     1 
2310621823   -2.58747    -61.00216    -0.10     -0.12     0.15     1 
2310621826   -2.58733    -60.91801     0.00     -0.09     0.09     1 
2310621827   -2.58729    -60.88996    -0.23     -0.22     0.32     1 
2310621828   -2.58724    -60.86191    -0.11     -0.19     0.22     1 
2310621830   -2.58714    -60.80582     0.07      0.04     0.08     1 
2310621831   -2.58710    -60.77777    -0.01     -0.02     0.02     1 
2310621832   -2.58704    -60.74973     0.03      0.07     0.07     1 
2310621833   -2.58699    -60.72168     0.11      0.03     0.12     1 
2310621834   -2.58694    -60.69364     0.14     -0.19     0.23     1 
2310621835   -2.58689    -60.66559    -0.08     -0.03     0.09     1 
2310621836   -2.58684    -60.63755    -0.02     -0.01     0.02     1 
2310621837   -2.58679    -60.60951    -0.01      0.03     0.03     1 
2310621838   -2.58673    -60.58147    -0.06     -0.05     0.07     1 
2310621839   -2.58668    -60.55342     0.02     -0.02     0.03     1 
2310621840   -2.58662    -60.52538     0.01     -0.05     0.05     1 
2310621841   -2.58657    -60.49734     0.02     -0.03     0.04     1 
2310621842   -2.58651    -60.46930     0.02     -0.09     0.09     1 
2310621843   -2.58646    -60.44126    -0.00      0.04     0.04     1 
2310621844   -2.58640    -60.41322     0.01      0.04     0.04     1 
2310621845   -2.58634    -60.38519    -0.04      0.01     0.04     1 
2310621846   -2.58628    -60.35715     0.02      0.04     0.04     1 
2310621847   -2.58622    -60.32911    -0.08     -0.03     0.09     1 
2310621848   -2.58617    -60.30108    -0.10      0.11     0.15     1 
2310621849   -2.58610    -60.27304    -0.04      0.15     0.16     1 
2310621850   -2.58604    -60.24501    -0.09      0.11     0.15     1 
2310621851   -2.58598    -60.21697    -0.05     -0.09     0.10     1 
2310621852   -2.58592    -60.18894    -0.17      0.01     0.17     1 
2310621853   -2.58586    -60.16091     0.10      0.05     0.11     1 
2310621854   -2.58579    -60.13287    -0.06      0.06     0.08     1 
2310621855   -2.58573    -60.10484    -0.01     -0.08     0.08     1 
2310621856   -2.58567    -60.07681    -0.06      0.02     0.06     1 
2310621857   -2.58560    -60.04878    -0.14     -0.11     0.17     1 
2310621858   -2.58553    -60.02075     0.02     -0.14     0.14     1 
2310621859   -2.58547    -59.99273    -0.02     -0.04     0.04     1 
2310621860   -2.58540    -59.96470    -0.06     -0.01     0.06     1 
2310621861   -2.58533    -59.93667    -0.09      0.00     0.09     1 
2310621862   -2.58526    -59.90864    -0.19      0.02     0.19     1 
2310621863   -2.58520    -59.88062    -0.03      0.06     0.07     1 
2310621864   -2.58513    -59.85259    -0.06      0.16     0.17     1 
2310621865   -2.58506    -59.82457    -0.09      0.10     0.14     1 
2310621866   -2.58499    -59.79655     0.03      0.14     0.14     1 
2310621867   -2.58491    -59.76852    -0.06      0.03     0.07     1 
2310621868   -2.58484    -59.74050     0.29      0.07     0.30     1 
2310621869   -2.58477    -59.71248     0.01      0.09     0.09     1 
2310621886   -2.61292    -61.33875     0.01     -0.13     0.13     1 
2310621887   -2.61288    -61.31070     0.11     -0.08     0.13     1 
2310621888   -2.61284    -61.28264     0.05     -0.14     0.15     1 
2310621889   -2.61280    -61.25459    -0.08     -0.17     0.19     1 
2310621890   -2.61276    -61.22653    -0.02     -0.15     0.15     1 
2310621891   -2.61272    -61.19848     0.08      0.01     0.08     1 
2310621892   -2.61268    -61.17043    -0.01     -0.10     0.10     1 
2310621893   -2.61264    -61.14238    -0.12     -0.15     0.19     1 
2310621894   -2.61260    -61.11432    -0.06     -0.07     0.09     1 
2310621895   -2.61256    -61.08627    -0.03      0.08     0.08     1 
2310621896   -2.61251    -61.05822    -0.03      0.01     0.03     1 
2310621898   -2.61242    -61.00212    -0.04      0.06     0.07     1 
2310621899   -2.61238    -60.97407     0.01      0.12     0.12     1 
2310621901   -2.61229    -60.91797     0.14      0.05     0.15     1 
2310621902   -2.61224    -60.88992    -0.01     -0.19     0.19     1 
2310621903   -2.61219    -60.86187    -0.02     -0.12     0.12     1 
2310621905   -2.61210    -60.80578     0.04     -0.06     0.07     1 
2310621906   -2.61205    -60.77773     0.02     -0.00     0.02     1 
2310621907   -2.61199    -60.74968     0.10      0.05     0.11     1 
2310621908   -2.61194    -60.72164     0.05      0.01     0.05     1 
2310621909   -2.61189    -60.69359     0.10     -0.07     0.12     1 
2310621910   -2.61184    -60.66555     0.11      0.19     0.22     1 
2310621911   -2.61179    -60.63750    -0.10      0.01     0.10     1 
2310621912   -2.61173    -60.60946    -0.10     -0.02     0.10     1 
2310621913   -2.61168    -60.58142     0.06      0.04     0.07     1 
2310621914   -2.61163    -60.55338     0.07      0.04     0.08     1 
2310621915   -2.61157    -60.52533     0.04      0.07     0.08     1 
2310621916   -2.61151    -60.49729     0.07     -0.00     0.08     1 
2310621917   -2.61146    -60.46925    -0.03     -0.04     0.05     1 
2310621918   -2.61140    -60.44121     0.03     -0.05     0.06     1 
2310621921   -2.61123    -60.35710     0.06      0.03     0.07     1 
2310621922   -2.61117    -60.32906     0.01     -0.07     0.07     1 
2310621923   -2.61111    -60.30102     0.01      0.13     0.13     1 
2310621924   -2.61105    -60.27299    -0.03      0.05     0.05     1 
2310621925   -2.61098    -60.24495     0.00      0.17     0.17     1 
2310621926   -2.61092    -60.21692    -0.08      0.07     0.10     1 
2310621927   -2.61086    -60.18888    -0.20      0.03     0.20     1 
2310621928   -2.61080    -60.16085    -0.01      0.01     0.01     1 
2310621929   -2.61073    -60.13282    -0.05      0.11     0.12     1 
2310621930   -2.61067    -60.10479    -0.09      0.06     0.11     1 
2310621931   -2.61060    -60.07676    -0.02      0.11     0.11     1 
2310621932   -2.61054    -60.04872     0.10     -0.01     0.10     1 
2310621933   -2.61047    -60.02070     0.22      0.03     0.22     1 
2310621936   -2.61027    -59.93661    -0.20      0.27     0.33     1 
2310621937   -2.61020    -59.90858    -0.06     -0.04     0.07     1 
2310621938   -2.61013    -59.88056    -0.10      0.08     0.13     1 
2310621939   -2.61006    -59.85253     0.06     -0.00     0.06     1 
2310621940   -2.60999    -59.82451     0.11      0.00     0.11     1 
2310621941   -2.60992    -59.79648     0.00     -0.01     0.01     1 
2310621942   -2.60984    -59.76846     0.06      0.02     0.06     1 
2310621943   -2.60977    -59.74044     0.02     -0.02     0.03     1 
2310621944   -2.60970    -59.71242     0.14      0.28     0.31     1 
2310621961   -2.63788    -61.33872     0.04     -0.05     0.06     1 
2310621962   -2.63784    -61.31067     0.00     -0.08     0.08     1 
2310621963   -2.63780    -61.28261     0.02     -0.10     0.10     1 
2310621964   -2.63776    -61.25456    -0.06     -0.12     0.14     1 
2310621967   -2.63764    -61.17039    -0.03     -0.07     0.07     1 
2310621968   -2.63760    -61.14234    -0.05     -0.07     0.08     1 
2310621969   -2.63755    -61.11429    -0.07     -0.03     0.08     1 
2310621970   -2.63751    -61.08623    -0.06     -0.08     0.10     1 
2310621971   -2.63747    -61.05818    -0.06      0.02     0.07     1 
2310621972   -2.63742    -61.03013    -0.01     -0.05     0.05     1 
2310621973   -2.63738    -61.00208    -0.28      0.03     0.28     1 
2310621978   -2.63714    -60.86183     0.12      0.06     0.14     1 
2310621979   -2.63710    -60.83378    -0.16     -0.13     0.21     1 
2310621980   -2.63705    -60.80573    -0.03     -0.15     0.16     1 
2310621981   -2.63700    -60.77768     0.14      0.10     0.18     1 
2310621982   -2.63695    -60.74964     0.03     -0.07     0.07     1 
2310621983   -2.63689    -60.72159     0.00      0.04     0.04     1 
2310621984   -2.63684    -60.69355     0.21      0.01     0.21     1 
2310621985   -2.63679    -60.66550     0.09     -0.10     0.13     1 
2310621986   -2.63674    -60.63746     0.04     -0.08     0.09     1 
2310621987   -2.63668    -60.60941     0.24      0.18     0.30     1 
2310621988   -2.63663    -60.58137     0.01      0.05     0.05     1 
2310621989   -2.63657    -60.55333    -0.05     -0.01     0.05     1 
2310621990   -2.63652    -60.52529     0.06      0.03     0.07     1 
2310621991   -2.63646    -60.49724     0.01      0.01     0.02     1 
2310621992   -2.63640    -60.46920    -0.03     -0.01     0.03     1 
2310621993   -2.63635    -60.44116     0.02      0.05     0.05     1 
2310621997   -2.63611    -60.32901    -0.06     -0.00     0.06     1 
2310621998   -2.63605    -60.30097     0.06      0.13     0.14     1 
2310621999   -2.63599    -60.27293     0.08      0.08     0.11     1 
2310622000   -2.63593    -60.24490     0.03      0.08     0.09     1 
2310622001   -2.63586    -60.21686    -0.07      0.09     0.11     1 
2310622002   -2.63580    -60.18883    -0.02     -0.04     0.05     1 
2310622003   -2.63574    -60.16080    -0.08      0.02     0.08     1 
2310622004   -2.63567    -60.13276    -0.04     -0.06     0.07     1 
2310622005   -2.63561    -60.10473     0.01      0.03     0.03     1 
2310622006   -2.63554    -60.07670     0.06      0.16     0.17     1 
2310622007   -2.63547    -60.04867    -0.13      0.09     0.16     1 
2310622010   -2.63527    -59.96458     0.01      0.03     0.03     1 
2310622012   -2.63513    -59.90852    -0.08      0.09     0.11     1 
2310622013   -2.63506    -59.88050    -0.07      0.01     0.07     1 
2310622014   -2.63499    -59.85247    -0.03      0.10     0.11     1 
2310622015   -2.63492    -59.82444     0.01      0.08     0.08     1 
2310622016   -2.63485    -59.79642     0.04      0.00     0.04     1 
2310622017   -2.63477    -59.76840     0.08      0.20     0.21     1 
2310622018   -2.63470    -59.74037    -0.00      0.04     0.04     1 
2310622019   -2.63463    -59.71235    -0.36      0.03     0.36     1 
2310622036   -2.66284    -61.33869    -0.01     -0.20     0.20     1 
2310622037   -2.66280    -61.31063    -0.03     -0.18     0.18     1 
2310622038   -2.66276    -61.28258    -0.10     -0.17     0.20     1 
2310622039   -2.66272    -61.25452    -0.05     -0.15     0.16     1 
2310622041   -2.66264    -61.19841     0.01     -0.02     0.02     1 
2310622042   -2.66260    -61.17036     0.04      0.09     0.10     1 
2310622043   -2.66256    -61.14230    -0.01      0.06     0.06     1 
2310622044   -2.66251    -61.11425    -0.05      0.03     0.06     1 
2310622045   -2.66247    -61.08619    -0.04      0.00     0.04     1 
2310622046   -2.66242    -61.05814    -0.05     -0.09     0.10     1 
2310622048   -2.66233    -61.00204     0.03     -0.13     0.13     1 
2310622050   -2.66224    -60.94593     0.00     -0.11     0.11     1 
2310622051   -2.66219    -60.91788    -0.02      0.12     0.13     1 
2310622052   -2.66215    -60.88983    -0.01      0.01     0.02     1 
2310622053   -2.66210    -60.86179     0.09      0.08     0.12     1 
2310622054   -2.66205    -60.83374     0.03     -0.01     0.03     1 
2310622056   -2.66195    -60.77764    -0.08     -0.01     0.08     1 
2310622057   -2.66190    -60.74959    -0.09      0.02     0.10     1 
2310622058   -2.66185    -60.72155     0.11      0.09     0.14     1 
2310622059   -2.66179    -60.69350     0.17      0.16     0.23     1 
2310622061   -2.66169    -60.63741     0.14      0.16     0.21     1 
2310622062   -2.66163    -60.60937     0.04     -0.01     0.04     1 
2310622063   -2.66158    -60.58132    -0.09      0.04     0.10     1 
2310622064   -2.66152    -60.55328    -0.01      0.06     0.06     1 
2310622065   -2.66146    -60.52524    -0.03     -0.04     0.05     1 
2310622066   -2.66141    -60.49719     0.11     -0.04     0.12     1 
2310622067   -2.66135    -60.46915     0.03     -0.04     0.05     1 
2310622068   -2.66129    -60.44111    -0.01     -0.10     0.10     1 
2310622069   -2.66123    -60.41307    -0.00     -0.06     0.06     1 
2310622070   -2.66117    -60.38503    -0.06     -0.04     0.07     1 
2310622071   -2.66111    -60.35699     0.09     -0.06     0.11     1 
2310622072   -2.66105    -60.32895     0.13      0.06     0.14     1 
2310622073   -2.66099    -60.30092     0.03     -0.09     0.09     1 
2310622074   -2.66093    -60.27288     0.03      0.06     0.07     1 
2310622075   -2.66087    -60.24484    -0.02      0.10     0.11     1 
2310622076   -2.66080    -60.21681     0.01      0.03     0.04     1 
2310622077   -2.66074    -60.18877    -0.02     -0.01     0.02     1 
2310622078   -2.66067    -60.16074    -0.03     -0.02     0.03     1 
2310622079   -2.66061    -60.13271     0.05     -0.03     0.06     1 
2310622080   -2.66054    -60.10467     0.02      0.01     0.02     1 
2310622081   -2.66048    -60.07664    -0.00      0.05     0.05     1 
2310622082   -2.66041    -60.04861    -0.01     -0.05     0.05     1 
2310622083   -2.66034    -60.02058    -0.00     -0.06     0.06     1 
2310622084   -2.66027    -59.99255    -0.04      0.01     0.04     1 
2310622085   -2.66020    -59.96452    -0.12     -0.02     0.12     1 
2310622086   -2.66013    -59.93649    -0.12      0.06     0.13     1 
2310622087   -2.66006    -59.90846    -0.15      0.02     0.15     1 
2310622088   -2.65999    -59.88043     0.23      0.24     0.33     1 
2310622089   -2.65992    -59.85241     0.05      0.09     0.10     1 
2310622090   -2.65985    -59.82438    -0.07      0.06     0.09     1 
2310622091   -2.65978    -59.79636     0.04      0.05     0.06     1 
2310622092   -2.65970    -59.76833    -0.04      0.05     0.07     1 
2310622093   -2.65963    -59.74031    -0.08     -0.08     0.11     1 
2310622094   -2.65956    -59.71229    -0.01      0.21     0.21     1 
2310622110   -2.68783    -61.36671    -0.05     -0.09     0.11     1 
2310622111   -2.68780    -61.33866     0.05      0.03     0.06     1 
2310622112   -2.68776    -61.31060    -0.01     -0.06     0.06     1 
2310622113   -2.68772    -61.28254    -0.01     -0.09     0.09     1 
2310622114   -2.68768    -61.25449    -0.09     -0.13     0.16     1 
2310622115   -2.68764    -61.22643    -0.05     -0.03     0.06     1 
2310622116   -2.68760    -61.19837    -0.03     -0.13     0.14     1 
2310622117   -2.68755    -61.17032     0.09     -0.11     0.14     1 
2310622118   -2.68751    -61.14226    -0.01     -0.07     0.07     1 
2310622121   -2.68738    -61.05810     0.04      0.01     0.04     1 
2310622122   -2.68734    -61.03005     0.10      0.19     0.21     1 
2310622123   -2.68729    -61.00200     0.08     -0.02     0.08     1 
2310622125   -2.68720    -60.94589    -0.13     -0.28     0.31     1 
2310622126   -2.68715    -60.91784    -0.09     -0.02     0.10     1 
2310622127   -2.68710    -60.88979    -0.05     -0.01     0.05     1 
2310622128   -2.68705    -60.86174     0.14     -0.05     0.15     1 
2310622129   -2.68700    -60.83369     0.12      0.00     0.12     1 
2310622130   -2.68695    -60.80564     0.10      0.06     0.11     1 
2310622131   -2.68690    -60.77760     0.02     -0.06     0.06     1 
2310622132   -2.68685    -60.74955     0.12      0.12     0.17     1 
2310622133   -2.68680    -60.72150    -0.09     -0.13     0.16     1 
2310622134   -2.68674    -60.69345    -0.03     -0.09     0.09     1 
2310622136   -2.68663    -60.63736    -0.02      0.13     0.13     1 
2310622137   -2.68658    -60.60932     0.00      0.05     0.05     1 
2310622138   -2.68652    -60.58127    -0.02      0.10     0.11     1 
2310622139   -2.68647    -60.55323     0.00      0.16     0.16     1 
2310622140   -2.68641    -60.52519    -0.06      0.06     0.09     1 
2310622141   -2.68635    -60.49714     0.02      0.12     0.13     1 
2310622142   -2.68630    -60.46910     0.01      0.08     0.08     1 
2310622143   -2.68624    -60.44106    -0.11      0.03     0.11     1 
2310622144   -2.68618    -60.41302     0.06      0.06     0.08     1 
2310622148   -2.68593    -60.30086     0.13     -0.27     0.30     1 
2310622149   -2.68587    -60.27282     0.06     -0.06     0.08     1 
2310622150   -2.68581    -60.24479    -0.06     -0.04     0.07     1 
2310622151   -2.68574    -60.21675    -0.05     -0.05     0.07     1 
2310622152   -2.68568    -60.18872    -0.22     -0.24     0.33     1 
2310622153   -2.68561    -60.16068     0.04      0.01     0.04     1 
2310622154   -2.68555    -60.13265     0.11      0.09     0.15     1 
2310622155   -2.68548    -60.10461     0.05      0.08     0.09     1 
2310622156   -2.68541    -60.07658     0.10      0.06     0.12     1 
2310622157   -2.68535    -60.04855    -0.24      0.03     0.24     1 
2310622158   -2.68528    -60.02052    -0.07      0.09     0.11     1 
2310622159   -2.68521    -59.99249    -0.01      0.05     0.05     1 
2310622161   -2.68507    -59.93643     0.03      0.08     0.08     1 
2310622162   -2.68500    -59.90840     0.02     -0.00     0.02     1 
2310622163   -2.68493    -59.88037    -0.09     -0.15     0.17     1 
2310622164   -2.68485    -59.85234    -0.08      0.02     0.08     1 
2310622165   -2.68478    -59.82432    -0.08      0.02     0.08     1 
2310622166   -2.68471    -59.79629    -0.00     -0.05     0.05     1 
2310622167   -2.68463    -59.76827    -0.15      0.03     0.15     1 
2310622168   -2.68456    -59.74024     0.12     -0.01     0.12     1 
2310622169   -2.68448    -59.71222    -0.20     -0.13     0.24     1 
2310622185   -2.71279    -61.36668    -0.02     -0.01     0.02     1 
2310622186   -2.71276    -61.33862    -0.02     -0.11     0.11     1 
2310622187   -2.71272    -61.31056    -0.08     -0.01     0.08     1 
2310622188   -2.71268    -61.28251     0.03     -0.03     0.04     1 
2310622189   -2.71264    -61.25445    -0.09     -0.05     0.10     1 
2310622190   -2.71259    -61.22639     0.04     -0.05     0.06     1 
2310622193   -2.71247    -61.14223     0.01     -0.02     0.02     1 
2310622194   -2.71243    -61.11417    -0.10     -0.11     0.15     1 
2310622195   -2.71238    -61.08612    -0.00     -0.13     0.13     1 
2310622198   -2.71224    -61.00196     0.03     -0.10     0.10     1 
2310622200   -2.71215    -60.94585    -0.33     -0.14     0.36     1 
2310622201   -2.71210    -60.91780    -0.03     -0.04     0.06     1 
2310622202   -2.71205    -60.88975    -0.06      0.03     0.07     1 
2310622203   -2.71200    -60.86170    -0.01     -0.00     0.01     1 
2310622204   -2.71195    -60.83365    -0.05     -0.06     0.08     1 
2310622205   -2.71190    -60.80560     0.15      0.12     0.20     1 
2310622207   -2.71180    -60.74950    -0.07      0.01     0.07     1 
2310622208   -2.71175    -60.72145     0.20      0.17     0.26     1 
2310622209   -2.71169    -60.69341     0.06     -0.02     0.06     1 
2310622210   -2.71164    -60.66536     0.08      0.04     0.09     1 
2310622211   -2.71158    -60.63731     0.03     -0.04     0.05     1 
2310622212   -2.71153    -60.60927     0.16      0.08     0.18     1 
2310622213   -2.71147    -60.58122     0.02     -0.14     0.14     1 
2310622214   -2.71142    -60.55318    -0.04      0.03     0.06     1 
2310622215   -2.71136    -60.52513    -0.01      0.05     0.05     1 
2310622216   -2.71130    -60.49709     0.07      0.15     0.17     1 
2310622217   -2.71124    -60.46905     0.17      0.08     0.18     1 
2310622218   -2.71118    -60.44101     0.08      0.12     0.14     1 
2310622219   -2.71112    -60.41297    -0.10      0.02     0.10     1 
2310622220   -2.71106    -60.38493     0.11      0.15     0.19     1 
2310622224   -2.71081    -60.27277     0.14      0.02     0.14     1 
2310622226   -2.71068    -60.21670     0.28      0.03     0.28     1 
2310622229   -2.71049    -60.13259     0.02     -0.05     0.05     1 
2310622230   -2.71042    -60.10455     0.18      0.18     0.25     1 
2310622231   -2.71035    -60.07652     0.11     -0.08     0.14     1 
2310622232   -2.71028    -60.04849    -0.06      0.03     0.07     1 
2310622233   -2.71021    -60.02046    -0.07     -0.02     0.07     1 
2310622234   -2.71014    -59.99242    -0.05     -0.06     0.08     1 
2310622235   -2.71007    -59.96439    -0.06     -0.00     0.06     1 
2310622236   -2.71000    -59.93636     0.09      0.10     0.13     1 
2310622237   -2.70993    -59.90834    -0.18      0.03     0.18     1 
2310622238   -2.70986    -59.88031     0.15     -0.30     0.34     1 
2310622239   -2.70979    -59.85228    -0.08      0.07     0.10     1 
2310622240   -2.70971    -59.82425     0.11      0.19     0.22     1 
2310622241   -2.70964    -59.79623     0.09      0.05     0.10     1 
2310622243   -2.70949    -59.74018    -0.15     -0.03     0.16     1 
2310622244   -2.70941    -59.71215    -0.01     -0.15     0.15     1 
2310622260   -2.73775    -61.36665    -0.03     -0.07     0.07     1 
2310622261   -2.73772    -61.33859    -0.07     -0.10     0.12     1 
2310622262   -2.73768    -61.31053    -0.10     -0.13     0.16     1 
2310622263   -2.73764    -61.28247    -0.10     -0.04     0.11     1 
2310622264   -2.73759    -61.25441    -0.07     -0.08     0.11     1 
2310622265   -2.73755    -61.22636    -0.04     -0.06     0.07     1 
2310622266   -2.73751    -61.19830    -0.11     -0.11     0.16     1 
2310622267   -2.73747    -61.17024    -0.01     -0.09     0.10     1 
2310622268   -2.73742    -61.14219     0.01     -0.07     0.07     1 
2310622269   -2.73738    -61.11413    -0.11      0.00     0.11     1 
2310622270   -2.73734    -61.08608    -0.06      0.00     0.06     1 
2310622271   -2.73729    -61.05802    -0.08      0.03     0.09     1 
2310622272   -2.73725    -61.02997    -0.08     -0.07     0.11     1 
2310622273   -2.73720    -61.00191    -0.04     -0.07     0.08     1 
2310622274   -2.73715    -60.97386    -0.07     -0.04     0.08     1 
2310622276   -2.73705    -60.91776    -0.05     -0.03     0.06     1 
2310622277   -2.73700    -60.88971    -0.05      0.03     0.06     1 
2310622278   -2.73696    -60.86165     0.03      0.00     0.03     1 
2310622279   -2.73691    -60.83360     0.07      0.03     0.07     1 
2310622281   -2.73680    -60.77750    -0.00     -0.08     0.08     1 
2310622282   -2.73675    -60.74946     0.08      0.05     0.09     1 
2310622283   -2.73670    -60.72141     0.06      0.01     0.06     1 
2310622284   -2.73664    -60.69336     0.26      0.11     0.28     1 
2310622285   -2.73659    -60.66531     0.11      0.09     0.14     1 
2310622287   -2.73648    -60.60922     0.23      0.25     0.34     1 
2310622288   -2.73642    -60.58117     0.22      0.04     0.22     1 
2310622289   -2.73636    -60.55313    -0.04     -0.08     0.09     1 
2310622290   -2.73630    -60.52508     0.06      0.09     0.11     1 
2310622291   -2.73625    -60.49704    -0.01      0.08     0.08     1 
2310622292   -2.73619    -60.46900     0.01      0.00     0.01     1 
2310622293   -2.73613    -60.44096     0.05      0.11     0.12     1 
2310622294   -2.73607    -60.41291     0.01     -0.13     0.13     1 
2310622298   -2.73582    -60.30075     0.02      0.09     0.10     1 
2310622299   -2.73575    -60.27271    -0.04     -0.03     0.05     1 
2310622301   -2.73562    -60.21664    -0.22      0.02     0.22     1 
2310622302   -2.73556    -60.18860    -0.08      0.23     0.24     1 
2310622303   -2.73549    -60.16056    -0.06      0.18     0.19     1 
2310622304   -2.73543    -60.13253     0.05     -0.30     0.30     1 
2310622305   -2.73536    -60.10449     0.05     -0.10     0.11     1 
2310622306   -2.73529    -60.07646    -0.11     -0.04     0.12     1 
2310622307   -2.73522    -60.04843     0.03     -0.08     0.09     1 
2310622309   -2.73508    -59.99236    -0.22     -0.21     0.30     1 
2310622310   -2.73501    -59.96433     0.11     -0.07     0.13     1 
2310622311   -2.73494    -59.93630     0.20     -0.05     0.21     1 
2310622312   -2.73487    -59.90827    -0.10     -0.06     0.11     1 
2310622313   -2.73479    -59.88024     0.03      0.04     0.05     1 
2310622314   -2.73472    -59.85221    -0.14      0.15     0.20     1 
2310622315   -2.73464    -59.82419     0.17      0.07     0.18     1 
2310622316   -2.73457    -59.79616    -0.03      0.09     0.09     1 
2310622317   -2.73449    -59.76814    -0.03     -0.03     0.04     1 
2310622335   -2.76271    -61.36661     0.13     -0.03     0.13     1 
2310622336   -2.76267    -61.33855     0.05      0.03     0.06     1 
2310622337   -2.76263    -61.31049    -0.03     -0.07     0.08     1 
2310622338   -2.76259    -61.28243     0.00     -0.16     0.16     1 
2310622339   -2.76255    -61.25438    -0.02     -0.07     0.07     1 
2310622340   -2.76251    -61.22632    -0.03     -0.15     0.16     1 
2310622341   -2.76247    -61.19826     0.04     -0.20     0.21     1 
2310622342   -2.76243    -61.17021    -0.05     -0.09     0.11     1 
2310622343   -2.76238    -61.14215    -0.03     -0.03     0.05     1 
2310622344   -2.76234    -61.11409    -0.10     -0.11     0.15     1 
2310622345   -2.76229    -61.08604     0.06     -0.09     0.11     1 
2310622346   -2.76225    -61.05798     0.01     -0.12     0.12     1 
2310622347   -2.76220    -61.02993    -0.03     -0.09     0.09     1 
2310622348   -2.76215    -61.00187     0.00      0.00     0.00     1 
2310622349   -2.76211    -60.97382    -0.16     -0.01     0.16     1 
2310622350   -2.76206    -60.94577     0.06     -0.31     0.31     1 
2310622351   -2.76201    -60.91771    -0.03      0.04     0.05     1 
2310622352   -2.76196    -60.88966     0.06      0.07     0.09     1 
2310622353   -2.76191    -60.86161    -0.07      0.03     0.08     1 
2310622354   -2.76186    -60.83356     0.00     -0.11     0.11     1 
2310622355   -2.76180    -60.80551     0.04     -0.04     0.06     1 
2310622356   -2.76175    -60.77746    -0.08     -0.16     0.18     1 
2310622358   -2.76165    -60.72136     0.32      0.06     0.32     1 
2310622359   -2.76159    -60.69331     0.12      0.02     0.12     1 
2310622360   -2.76154    -60.66526     0.09     -0.04     0.10     1 
2310622361   -2.76148    -60.63722     0.25      0.11     0.27     1 
2310622362   -2.76142    -60.60917     0.19      0.10     0.22     1 
2310622363   -2.76137    -60.58112     0.28      0.03     0.28     1 
2310622365   -2.76125    -60.52503    -0.07      0.00     0.07     1 
2310622366   -2.76119    -60.49699     0.02      0.12     0.12     1 
2310622367   -2.76113    -60.46894    -0.00      0.04     0.04     1 
2310622368   -2.76107    -60.44090     0.05     -0.05     0.07     1 
2310622373   -2.76076    -60.30070     0.13      0.01     0.13     1 
2310622374   -2.76070    -60.27266     0.08      0.02     0.09     1 
2310622376   -2.76057    -60.21658     0.06      0.08     0.10     1 
2310622377   -2.76050    -60.18854     0.23     -0.13     0.26     1 
2310622380   -2.76030    -60.10443     0.03      0.10     0.10     1 
2310622381   -2.76023    -60.07640    -0.07      0.07     0.10     1 
2310622382   -2.76016    -60.04837     0.04      0.02     0.04     1 
2310622383   -2.76009    -60.02033     0.04      0.04     0.06     1 
2310622384   -2.76002    -59.99230    -0.06      0.16     0.17     1 
2310622385   -2.75994    -59.96427    -0.23      0.09     0.24     1 
2310622386   -2.75987    -59.93624     0.08      0.10     0.13     1 
2310622387   -2.75980    -59.90821    -0.03     -0.09     0.10     1 
2310622388   -2.75972    -59.88018     0.01      0.06     0.06     1 
2310622389   -2.75965    -59.85215    -0.09     -0.02     0.09     1 
2310622390   -2.75958    -59.82412     0.01      0.02     0.03     1 
2310622391   -2.75950    -59.79609     0.05      0.10     0.11     1 
